Hex Code
#FFFFFF
#FAFAFA
#F5F5F5
#EEEEEE
#E0E0E0
#E8E6E1
#FFFDF5
#F2F4F7
#EDEBE9
#D9D9D9
#C4C4C4
#BFBFBF
#B5B5B5
#B8AEA6
#A89F96
#A3A7AF
#8E8E93
#4A4A4A
#3A3A3A
#2E2E2E
#3B4252
#353535
#1F1F1F
#121212
#1A1A1A
#0F0F0F
#E5DCC5
#F8F3E7
#DDE1E7
#D5DCD6
#F3F1ED
#CFCBC7
#B0B4B8
